item|id|lat|lon|code|label|work
269|619119031|55.4502845|37.4011569|||
270|619170051|55.8882740|37.4313041|||
271|619183205|55.8849574|37.4401620|||
272|619557941|55.6669907|37.8067284|||
273|619732045|55.8842246|37.4382868|||
274|620370394|55.9568428|37.6607988|||
275|620378294|55.8043624|37.7879218|||
276|620475175|55.6992928|37.5617203|||
277|621154272|55.7331408|37.5521984|||
278|621570413|55.6406287|37.5242634|||
279|622415340|55.8605934|37.4354275|||
280|623508576|55.7929166|37.8958046|||
281|623561179|55.7067390|37.7107331|||
282|623647357|55.8898924|37.6538505|||
283|623647360|55.8889516|37.6533393|||
284|627577850|55.6518424|37.8430471|||
285|627834165|55.7735598|37.6813491|||
286|627838889|55.7738501|37.6818457|||
287|627977288|55.7213453|37.6171222|||
288|628645154|55.6494209|37.8467861|||
289|628748119|55.7741095|37.6806306|||
290|628968696|55.7778827|37.6854343|||
291|628968697|55.7781257|37.6859276|||
292|630354172|55.8383614|37.6542168|||
293|630394206|55.7293587|37.6373694|||
294|630746679|55.8388424|37.3387368|||
295|630746697|55.8403918|37.3407819|||
296|630746709|55.8374298|37.3433158|||
297|630746720|55.8409360|37.3484756|||
298|630782256|55.8473556|37.3370224|||
299|631310532|55.8290628|37.6442506|||
300|631502706|55.6331826|37.5221313|||
301|635847497|55.8436016|37.4803904|||
302|635889618|55.8454041|37.3578646|||
303|635970843|55.8492485|37.4559758|||
304|635982552|55.6679299|37.8863647|||
305|638354799|55.7604241|37.6356687|||
306|638359429|55.7615686|37.6411848|||
307|638513749|55.8945110|37.5747705|||
308|638795330|55.6816120|37.6612429|||
309|638795331|55.6816211|37.6618022|||
310|638970043|55.6219685|37.6069499|||
311|639217897|55.8501853|37.5093206|||
312|641111734|55.8427093|37.5037199|||
313|641524150|55.9512249|37.4777499|||
314|641839810|56.0429021|37.0993322|||
315|643273460|55.8445325|37.5063002|||
316|650075081|55.6668064|37.9055135|||
317|650423410|55.9200557|38.1249896|||
318|652734877|55.8009079|37.7311046|||
319|653304115|55.7801972|37.6897553|||
320|653892629|55.7988905|37.7188947|||
321|653892638|55.7982288|37.7176276|||
322|654058329|55.7649626|37.6237792|||
323|654058330|55.7647499|37.6266385|||
324|655236647|55.8526010|37.3899224|||
325|655349958|55.9295056|37.8387247|||
326|655349960|55.9295032|37.8401425|||
327|656470991|55.8006805|37.7168111|||
328|656471001|55.8005711|37.7168684|||
329|656471040|55.8012740|37.7165643|||
330|656471049|55.8010525|37.7166705|||
331|659002272|55.5843683|37.4122453|||
332|659862391|55.6712813|37.8995958|||
333|660147929|55.7451476|37.2312996|||
334|660148133|55.7509798|37.2357314|||
335|660149970|55.7450288|37.2306549|||
336|660149992|55.7450295|37.2357650|||
337|660487800|55.7424910|37.6134961|||
338|660501085|55.7502290|37.7116498|||
339|660501812|55.7963870|37.6113919|||
340|660611675|55.5897568|37.4010094|||
341|660692637|55.9277633|38.0006343|||
342|662327295|55.7767712|37.6517826|||
343|662327301|55.7790463|37.6527847|||
344|663000833|55.8063310|37.4227383|||
345|663048539|55.8532504|37.5852029|||
346|663646295|55.9507808|37.5074078|||
347|663652108|55.8675615|37.9729208|||
348|664043198|55.7341182|37.6444196|||
349|664045428|55.7317588|37.6483522|||
350|664111315|55.8421928|37.5026877|||
351|665534909|55.8547100|37.4464616|||
352|666405121|55.7316181|37.4851680|||
353|666405123|55.7312548|37.4855769|||
354|667275723|55.8208993|37.4997294|||
355|667280360|55.8220437|37.5003642|||
356|667280361|55.8228203|37.4996655|||
357|667845850|55.6388505|37.5225764|||
358|668455444|55.6569987|38.0924335|||
359|668734683|55.8605921|37.4358934|||
360|668995640|55.8562594|37.5532168|||
361|668995653|55.8573068|37.5559984|||
362|669515030|55.9817767|37.2041644|||
363|669519978|55.9814286|37.2084277|||
364|669893409|55.6448974|37.4513069|||
365|670274115|55.9817067|37.2096636|||
366|672159405|55.7849722|37.8736772|||
367|672159408|55.7853020|37.8720442|||
368|672430174|55.7194205|37.8342390|||
369|672529653|55.7874590|37.7661705|||
370|673346100|55.8877007|37.3935331|||
371|673356526|55.8785907|37.4327070|||
372|674054264|55.6820028|37.3850528|||
373|674600803|55.9249571|37.9902238|||
374|674663675|55.9068046|37.9921690|||
375|675610669|55.7715057|37.4001917|||
376|676111519|55.6718784|37.9048256|||
377|676892348|55.5408262|37.3962827|||
378|677130748|55.7162566|37.8141541|||
379|677347563|55.7847975|37.6224340|||
380|677347564|55.7840906|37.6228571|||
381|677350338|55.8366107|37.4459772|||
382|678325664|55.6260176|37.5418556|||
383|678856679|55.7320972|37.6692221|||
384|679604897|55.7067483|37.8052088|||
385|683406590|55.8034871|37.3921872|||
386|685773242|55.7552435|37.8136068|||
387|685814497|55.7981154|37.4676986|||
388|688503578|55.7494803|37.8321291|||
389|690969718|55.7465630|37.3919628|||
390|690970095|55.7563586|37.3926956|||
391|690970123|55.7481019|37.3979957|||
392|691259978|55.8057267|37.5441760|||
393|692259105|55.7909517|37.7359097|||
394|697059232|55.7334336|37.6023216|||
395|697123924|55.7461886|37.5380610|||
396|697123928|55.7462626|37.5382037|||
397|698801678|55.7381248|37.5845225|||
398|698801679|55.7386343|37.5841887|||
399|699091696|55.7232721|37.6492421|||
400|699626536|55.8102923|37.7704639|||
401|701165769|55.6353454|37.4394177|||
402|702237642|55.9665963|37.7713919|||
403|702425447|55.8418953|37.5296056|||
404|702425476|55.8413211|37.5274130|||
405|702432670|55.8400510|37.5266718|||
406|702761468|55.7247384|37.6504790|||
407|703374696|55.7215605|37.6543038|||
408|705051144|55.7179191|37.8205504|||
409|705791983|55.8319756|37.2917519|||
410|710519770|55.5316584|37.5943407|||
411|710955348|55.9029634|38.0479406|||
412|712668832|55.7824894|37.6273132|||
413|719106444|55.6218526|37.3406988|||
414|721419464|55.7922266|37.3820670|||
415|724446967|55.7221028|37.7016276|||
416|724446986|55.7221847|37.7015492|||
417|724836954|55.9030977|38.0474652|||
418|725321066|56.0200689|37.7305049|||
419|727473367|55.6373649|37.4193195|||
420|729592311|55.6253186|37.5141605|||
421|729856131|55.7236010|37.6561418|||
422|729856153|55.7227605|37.6553333|||
423|729874487|55.7221692|37.6551947|||
424|730967814|55.8207995|37.6890629|||
425|732628590|55.8062795|37.5893661|||
426|736387707|55.6837467|37.6633011|||
427|737214849|55.8359017|37.9900103|||
428|738522950|55.7945742|37.5937388|||
429|738528786|55.7932564|37.5920929|||
430|738936066|55.7925385|37.5899047|||
431|738936069|55.7984582|37.5964594|||
432|740365293|55.8588187|37.2091602|||
433|740696154|55.7780250|37.5754810|||
434|740749851|55.9286936|37.2507813|||
435|741012016|55.6146831|37.6184574|||
436|741343777|55.7414038|37.5146077|||
437|755830452|55.6800042|37.1646728|||
438|759470865|55.8822743|37.4166985|||
439|759712820|55.7786391|37.7282341|||
440|763525960|55.7400949|37.4132118|||
441|763525990|55.7409614|37.4143596|||
442|763962811|55.7673387|37.5232244|||
443|764036810|55.8205224|37.8174513|||
444|764036814|55.8205547|37.8188618|||
445|765980215|55.6091180|37.7194130|||
446|765980246|55.6091902|37.7191621|||
447|766972309|55.6223278|38.0063140|||
448|767051737|55.7956494|37.7258029|||
449|767895949|55.7959371|37.7197469|||
450|768221539|55.6726768|37.9053641|||
451|769191659|55.8047599|37.7590782|||
452|769906642|55.7432754|37.5055403|||
453|771910513|55.8499585|37.6313526|||
454|773392792|55.8294011|37.7283355|||
455|775763506|55.8300639|37.8080667|||
456|775769351|55.8035371|37.5042353|||
457|775891206|55.8496948|37.6901396|||
458|776336310|55.8534975|37.4400102|||
459|777378214|55.8639280|37.4188626|||
460|778357884|55.4204044|37.8951990|||
461|778357983|55.4183862|37.8963150|||
462|778358554|55.4172563|37.8972996|||
463|778979759|55.8087724|37.8337761|||
464|779048681|55.7467650|37.7665492|||
465|781085294|55.7094683|37.5776922|||
466|786620611|55.6077553|37.6961099|||
467|792270105|55.9815496|37.2054282|||
468|792277969|55.9844712|37.1004518|||
469|792701348|55.9864094|37.7063826|||
470|792705857|55.9884094|37.7267783|||
471|793162898|55.9823533|37.2063681|||
472|794050526|55.7889377|37.8409607|||
473|794148382|55.9814306|37.2095349|||
474|796575554|55.8703469|37.7160741|||
475|796623009|55.8654828|37.7076275|||
476|797701953|55.8329352|37.7447547|||
477|797762510|55.8674315|37.7111962|||
478|797762697|55.8717392|37.7175608|||
479|797764517|55.8543713|37.6991208|||
480|798415880|55.7770797|37.7589876|||
481|798474396|55.7766476|37.7573780|||
482|798564406|55.7866922|37.6917986|||
483|798868809|55.8597918|37.7314683|||
484|800600802|55.9084206|38.0817756|||
485|803112203|56.0464753|37.1191882|||
486|803968699|55.9284995|37.8582425|||
487|803968707|55.9265074|37.8577683|||
488|805119539|55.9014998|38.0723882|||
489|805123776|55.8964181|38.0654420|||
490|805533467|55.8453306|37.3666949|||
491|805901036|55.7953246|37.6421338|||
492|810014964|55.6158425|37.7155782|||
493|810301360|55.9588602|37.8352405|||
494|812212969|55.9086614|38.0808607|||
495|813400382|55.7067637|37.6180121|||
496|813400407|55.7061498|37.6177432|||
497|813956944|55.7323737|37.6702960|||
498|815857597|55.9430294|37.9703968|||
499|826577324|55.9217992|37.9974067|||
500|828162285|55.7059646|37.6194527|||
501|828162293|55.7059829|37.6176550|||
502|828666283|55.6328742|37.7457656|||
503|831956585|55.6236867|37.6169371|||
504|833686935|55.6365697|37.6933064|||
505|833715566|55.9842857|37.1730977|||
506|835065343|55.8085156|37.4200645|||
507|837571306|55.9813423|37.2526146|||
508|837571781|55.9814756|37.2518803|||
509|839230713|55.6143022|37.6945966|||
510|839230750|55.6154373|37.6940446|||
511|839230896|55.5734504|37.6927356|||
512|842945696|55.6796726|37.3863963|||
513|843466306|55.6560457|37.5363576|||
514|843466307|55.6556771|37.5328183|||
515|846365405|55.7059631|37.3672936|||
516|850571284|56.0009886|37.1942548|||
517|856682997|55.5029669|37.5676844|||
518|856965020|55.7594645|37.6474160|||
519|858295364|55.5057723|37.5700322|||
520|858343345|55.5183436|37.5961161|||
521|858806090|55.7571307|37.6137964|||
522|860037120|55.7513656|38.0059133|||
523|860409221|55.7464738|37.9829909|||
524|860409304|55.7446745|37.9823982|||
525|862752415|55.4444218|37.4563395|||
526|863068907|55.4341873|37.4573814|||
527|866798350|55.6743145|37.3062387|||
528|866798763|55.6733429|37.3101780|||
529|870464175|55.6666093|37.5765094|||
530|871719828|55.9287157|38.0014193|||
531|871778277|55.9307253|37.9840527|||
532|871909505|55.8526873|37.4525816|||
533|873712155|55.7255618|37.7098257|||
534|873748154|55.7581665|37.6597711|||
535|874288128|55.6943620|37.4004966|||
536|874288640|55.6934067|37.3998088|||
537|874288773|55.6800457|37.3903551|||
538|874288868|55.6872460|37.4071296|||
539|874290396|55.6859201|37.4040793|||
540|875462432|55.6954327|37.4618102|||
541|875820331|55.6664779|37.2851845|||
542|875878263|55.9609071|37.8611146|||
543|876198187|55.9723715|37.7695211|||
544|876198329|56.0117958|37.8005616|||
545|877259692|55.6417366|37.1451352|||
546|877635141|55.7062479|37.3677783|||
547|877665878|55.9223101|37.9860730|||
548|878455468|55.6646284|37.6369736|||
549|878455469|55.6644073|37.6373876|||
550|878779626|55.8083263|37.5629145|||
551|880808427|55.6702243|37.2937837|||
552|882098576|55.9086841|37.4084604|||
553|882321334|55.8023790|37.7563655|||
554|882321336|55.8030126|37.7559499|||
555|884927132|55.7815001|37.7092806|||
556|886029844|55.9305098|38.0123532|||
557|892063225|55.6763524|37.3864506|||
558|892063427|55.6777363|37.3895100|||
559|893253179|55.5978941|38.1122454|||
560|894162319|55.7800519|37.6905026|||
561|895724688|55.7524067|37.5660722|||
562|898668838|55.9062338|37.5934546|||
563|900953631|55.6872076|37.3071066|||
564|902319884|55.8093695|37.5650662|||
565|902642712|55.8043403|37.5619019|||
566|903900397|55.7514556|37.8582328|||
567|904413870|55.7588379|37.6477203|||
568|904413873|55.7586659|37.6479465|||
569|905067971|55.8305077|37.8112386|||
570|905099630|55.8201601|37.7939577|||
571|907972104|55.7432517|37.8158870|||
572|910325096|55.6187482|37.3033914|||
573|910400266|55.8244161|37.8025928|||
574|910738687|55.6731323|37.9247802|||
575|911676587|55.4456984|37.6220787|||
576|911790355|55.4614251|37.6172337|||
577|911815125|55.4305811|37.6659900|||
578|912206505|55.7768351|37.6834191|||
579|912959820|55.7333681|37.5878741|||
580|913115946|55.9917428|37.1873202|||
581|913202849|55.7107931|37.5872232|||
582|914296063|55.4522500|37.6777952|||
583|914487434|55.7425827|37.5069071|||
584|914487470|55.7440114|37.5089849|||
585|916999904|55.6774896|37.5688495|||
586|918461681|55.6488110|37.3934230|||
587|918611658|55.6948350|37.3865614|||
588|919061074|55.6578925|37.2383140|||
589|919061161|55.6584161|37.2478706|||
590|919061786|55.6538788|37.2390638|||
591|919062243|55.6488897|37.2509059|||
592|919799606|55.6467558|37.2443050|||
593|919973031|55.6660068|37.6303126|||
594|919973378|55.6659955|37.6302233|||
595|920594311|55.7373723|37.4913265|||
596|921910588|55.9538122|37.9468866|||
597|923905838|55.6613621|37.2165349|||
598|924267322|55.7378952|37.4919980|||
599|924267323|55.7364458|37.5012265|||
600|925679784|55.8039980|37.4101476|||
601|926536922|55.7610315|37.5622550|||
602|928997652|55.6948812|37.5359131|||
603|931500619|55.8093931|37.5133253|||
604|931716029|55.6089995|37.6075448|||
605|934874263|55.8601902|37.4298578|||
606|936367819|55.7416806|37.8161997|||
607|938638650|55.8208464|37.6639568|||
608|938735621|55.6279724|37.2164551|||
609|939079659|55.7432204|37.5638117|||
610|939212654|56.0014039|37.2438861|||
611|939948888|55.9973478|37.1910260|||
612|940168993|55.7859464|37.7103139|||
613|940270740|55.5983197|37.5513971|||
614|942275710|55.7213139|37.4346687|||
615|942420630|55.8290402|37.4515426|||
616|942420631|55.8295582|37.4516426|||
617|942423367|55.8298753|37.4482676|||
618|942477372|55.8285972|37.4494197|||
619|942517215|55.8290035|37.4448957|||
620|942744029|55.8165318|37.6486593|||
621|943051066|55.6190215|38.1097043|||
622|943073500|55.6344321|38.1121628|||
623|943073522|55.6357193|38.1138784|||
624|944325958|55.6927480|37.5342450|||
625|944340919|55.6937462|37.5340127|||
626|945024083|55.9807797|37.5938789|||
627|945222235|55.9184682|37.9957461|||
628|945579247|55.7105410|37.5803730|||
629|946019315|55.6105517|37.6009494|||
630|946458486|55.8163636|37.5637356|||
631|946520569|55.7859546|37.7104736|||
632|948151730|55.7263410|37.7563849|||
633|948151737|55.7263028|37.7566850|||
634|948407818|55.7783078|37.6901882|||
635|949546988|55.7842232|37.6277299|||
636|949578133|55.6213786|37.6690770|||
637|951203697|56.0139779|37.1913665|||
638|951427585|55.6517087|37.4840349|||
639|953869628|55.6735325|37.2761175|||
640|954876754|55.5085853|37.5648644|||
641|954878340|55.5084885|37.5657280|||
642|954910880|55.6905018|37.5319864|||
643|956231561|55.7653522|37.5944221|||
644|956231563|55.7650427|37.5954737|||
645|956234469|55.6130637|37.5391587|||
646|956509486|55.6107695|37.5358620|||
647|956509525|55.6082567|37.5345484|||
648|957028662|55.6361028|37.7726062|||
649|957121369|55.7384873|37.4920955|||
650|957649708|55.6813738|37.5848109|||
651|958503284|55.8135064|37.6493513|||
652|960133554|55.7781150|37.5850458|||
653|960182401|55.7756828|37.4992123|||
654|960487414|55.7806727|37.6919060|||
655|960745631|55.7578742|37.6510853|||
656|960745643|55.7574068|37.6516946|||
657|960745897|55.7546221|37.6383489|||
658|960745925|55.7537076|37.6380335|||
659|960773978|55.7334348|37.7683282|||
660|960773981|55.7315740|37.7721165|||
661|961433969|55.8643353|37.4324639|||
662|961555876|55.8590246|37.4227702|||
663|961986232|55.9860958|37.2249687|||
664|962251795|55.6794318|37.6240726|||
665|962251848|55.6799359|37.6235970|||
666|965840022|55.9916015|37.2172652|||
667|965840167|55.9914406|37.2189506|||
668|967024396|55.8132111|37.6400804|||
669|967024418|55.8134307|37.6400575|||
670|967676775|55.7827861|37.5848528|||
671|967676977|55.7817089|37.5843569|||
672|967677068|55.7816390|37.5837494|||
673|967831774|56.0273492|37.2090994|||
674|968042351|55.7533965|37.6359624|||
675|968170716|55.7715207|37.5906316|||
676|968170723|55.7709891|37.5926353|||
677|968170792|55.7716065|37.5915491|||
678|971038322|55.7402348|37.5087694|||
679|971038343|55.7410544|37.5038845|||
680|971038673|55.7405684|37.5090777|||
681|971645271|55.8420767|37.1584492|||
682|971655485|55.8063251|37.2049858|||
683|971973830|55.7887614|37.6182658|||
684|974433073|55.7104317|37.3698004|||
685|975784271|55.6713345|37.7798858|||
686|975784303|55.6736746|37.7766663|||
687|977420424|55.7411006|37.4044308|||
688|981394709|55.6232998|37.6072057|||
689|982063236|55.8706261|37.4421376|||
690|983061510|55.6183664|37.7108473|||
691|983061523|55.6184540|37.7109224|||
692|983601401|55.7568996|37.6267352|||
693|983605799|55.9993208|37.2236393|||
694|984371934|55.8701366|38.0008238|||
695|985987627|55.8180108|37.6430545|||
696|987033117|55.7783452|37.5750171|||
697|987500966|55.7807397|37.5662383|||
